No.,Name,Address,Address 2,City,Salesperson Code,Location Code,Post Code,Phone No.,Fax No.,Contact,Salesperson Code,Customer Posting Group
C0709,SRI RAAM SILK,"NO.17, NEW MARKET,",CHAVAKACHCHERI,,NW003,VAN15,,0777069078/021-2270258,,Mr.R.Suresh(0007779947/16950000116),NW003,NW
C0710,ONE MINUTE (Pvt) Ltd-AZEEM,"NO.38, GRAND BAZAR,",MANNAR,,AZEEM,VAN15,,0759950130/232223433/77-4676126,,Mr.J.M.Risvin(0045673002),AZEEM,NW
C0711,JAFFNA TEX (Colombo Fashion),"NO.203, POWER HOUSE ROAD,JAFFNA",NALLUR (Temple Back Side),,SNO001,VAN2,,778093050,,Mr.S.Rajapaksha(016010017693/035010023589),SNO001,SNO
C0712,NEW ASLAMS,NO 117 MAIN STREET,GALGAMUWA,,NW003,VAN15,,372253161,,Mr H M Haleemdeen A C0004612001 8586684 7782,NW003,NW
C0713,OPARA,NO 64 1 1 MAIN STREET,KEGALLA,,CE1004,VAN13,,0777741130 077 7574877,,B T Chandana&N P Chaminda 6410002521 95010005594 4,CE1004,CE-1
C0714,RASI SILK - Vavuniya-Sellepperuma,"NO.158, BAZAR STREET,",VAVUNIYA,,A SELL,VAN15,,0777123480/024-2227315,,M.R.M.Siraj(10779900017/1066660001920/3201*16870),A SELL,NW
C0715,NETHULEE,"NO.23, MAIN STREET,",THISAMAHARAMA.,,SN003,VAN11,,0718443934/011-2846462,,Mr.M.W.C.P.Sampath(004000121583001/72877503),SN003,SN
C0716,PUSSELLA KADE HASSIM BROTHERS,NO 22 MAIN STREET,KURUWITA,,ET006,VAN14,,0777640472/045-2263192,,Mr M M M Rizvi AC 0004320545 34941001,ET006,ET
C0717,TRENDY,"NO.32, COLOMBO ROAD,",AWISSAWELLA,,CE2004,VAN7,,777861284,,Mr.M.u.F.Uwais(A/C-111010107871),CE2004,CE-2
C0718,JANALANKA TEXTILES-Medawachchiya,"NO.24, MAIN STREET,",MEDAWACHCHIYA,,NW003,VAN15,,0779451545/0252245863,,Mr.M.Riyas(A/C 096100190000657),NW003,NW
C0719,TIP TOP (AL JAZEERAA),"NO.20, MAIN STREET,",MEDAWACHCHIYA,,NW003,VAN15,,0779451545/0252246646,,Mr.M.Riyas(A/C 096100190000657/624/657,NW003,NW
C0720,BASE,"NO.37, MAIN STREET, NEW BAZZAR,",KALMUNAI,,ET006,VAN14,,0772240840/07552430538,,Noor M.Rusthyi(037108003181/91010020454),ET006,ET
C0721,NIRMANI DRESS POINT,NO 55 BANK SITE,ANURADHAPURA,,NW003,VAN15,,718422879,,T S D Mendis 7415351001 08801000305902298/8937,NW003,NW
C0722,UNLIMIT Buttala,NO 129 MAIN STREET,BUTTALA,,ET006,VAN14,,0602553600/077-7218518,,Mr M R M Jabeer A C 075010002936 149,ET006,ET
C0723,RIGHT CHOICE,"NO.108/, HOROWPATHANA ROAD,",VAVUNIYA,,SNO001,VAN2,,0775861508/0711436345,,Mr.S.H.Riyas(A/C-0010035100),SNO001,SNO
C0724,FASHION NIROSHANA,"NO.104, KUMARATHUNGA MAWATHA,",MATARA,,A SELL,VAN11,,0711135757/071-2135525,,Niroshana(.406/.1.69782/.3.95/.3.12/.40.19/0186247,A SELL,SN
C0725,MUFEEDHAS - BATICALO,"NO.45, MAIN STREET,",BATICALO,,ET006,VAN14,,0652223616/0775757949,,Mr.A.C.M.Nazeer(05701001432),ET006,ET
C0726,MARLIYAS,"NO.19, MAIN STREET,",MONARAGALA,,ET006,VAN14,,0552276049/777382301,,Mr.Y.A.Kabeer(A/C-053010006937/572,ET006,ET
C0727,H2O COLLECTION,"NO87, PANADURA ROAD,",BANDARAGAMA,,CS001,VAN12,,0382291565/0773773677,,Mr.DL.U.P.Senanayaka(A/C-1840008310/73315413),CS001,CS
C0728,BOYS FASHION,NO 117 1 B PANADURA ROAD,HORANA,,CT001,VAN3,,0770474374/034 2267667,,Mr S Sivanathan A C 6143797 6597 220,CT001,SCT
C0729,DRESS WORLD,"NO.336, POLICE ROAD,",SAMMANTHURAI,,ET006,VAN14,,772289189,,A.Thahir(A/C-0000503001/180848001/90004,ET006,ET
C0730,INDIAN SELECTION-Sellepperuma,"NO.08, U.P.M.BUILDING, MAIN STREET,",AKKARAIPATTU,,A SELL,VAN14,,0773535378/771299546/0654907953,,Mr.M.M.M.Aslam(A/C-5157700021-025),A SELL,ET
C0731,SUMMER DESIGN,NO 250 KADUWELA ROAD,BATTARAMULLA,,CT001,VAN3,,0714277030/0112872112,,Mr S Chinthaka A C 10103351684201,CT001,SCT
C0732,RAHMATH,"NO.86, MAIN STREET,",BATICALOA,,ET006,VAN14,,0772240134/0652225940,,Mr.A.L.M.A.Haleem(A/C-073033344010001),ET006,ET
C0733,SAWSIRI REDI GEDARA,"PADAVI ROAD,",KEBITHIGOLLAWA,,NW003,VAN15,,0716138029/0252298091,,Mr.Asoka Siriwardana(8759751/1079960019042/3073,NW003,NW
C0734,B.K.TEX - Material,"NO:139/5A,KANDY ROAD,",KADAWATHA.,,CT001,VAN3,,774813234,,,CT001,SCT
C0735,HARSHA TAILORS Material,NO 599 ELDENIYA,KADAWATA,,CT001,VAN3,,2929181,,K A Harischadra 500 174 084010004262 2111098001,CT001,SCT
C0736,VISION DRAPERS,BORALESGAMUWA,,,CT001,VAN3,,777553296,,Mr.Rishan Pakeer Ali (A/C-101000232255/23876,CT001,SCT
C0737,LADY -J - Material,"NO.993, MARADANA ROAD,",COLOMBO 08.,,CT001,VAN3,,0112667668/0773021515,,,CT001,SCT
C0738,C K N VENTURES (PVT) LTD - Material,"NO.06, PARK CIRCUS,",COLOMBO 05,,CT001,VAN3,,0112595393/0777286405,,Mr.Denham Cramer (A/C-1020023710),CT001,SCT
C0739,RANJANAS (PVT) LTD,NO 127 MAIN STREET,COLOMBO 11,,CT001,VAN3,,,,2320900 2302824 2320834 2471638 566,CT001,SCT
C0740,THILAKAWARDHANA TEXTILES PVT LTD Material,NO 76 1 KANDY ROAD,KIRIBATHGODA,,CT001,VAN3,,,,A C 0886191001 101000232239,CT001,SCT
C0741,KANDY SELECTION (PVT) LTD - Material,"NO.43, KANDY ROAD,",KADAWATHA,,CT001,VAN3,,02926921/0772589333,,MrD.A.Sanath Kumara,CT001,SCT
C0742,ELITE FASHION,"WAKWELLA ROAD,",GALLE,,SN003,VAN11,,777400368,,Mr.V.H.T. Sarath (A/C-11850002535/386,SN003,SN
C0743,NAVAVIS PVT LTD Material,NO 525 COLOMBO ROAD,COLOMBO 4,,CT001,VAN3,,02595496/077-7307273,,Mr Chaminda A C 1111117457,CT001,SCT
C0744,PURASANDA DRAPERY STORES (PVT) LTD,"NO.99, KANDY ROAD,",KADAWATHA,,CN003,VAN1,,02926793/0721602812,,Mr.Sunil(A/C-28001032118001/1670007119),CN003,CN
C0745,COOL PLANET - Material,"NO:771,PANNIPITIYA RD, PALAWATTA,",BATTARAMULLA.,,CT001,VAN3,,0114879750/54-2786289,,A/C-085010015142/085010020699,CT001,SCT
C0746,NIROMI TRADE CENTER NARAHENPITA,H3 H4 H5 ALVITIGALA MAWATHA,NARAHENPITA,,CT001,VAN3,,777810387,,D M D S Gamini A C 000310019542,CT001,SCT
C0747,WILLS DESIGN (PVT) LTD - Material-NAMAL,"# 173, RATHNAPURA ROAD",HORANA,,CT001,VAN3,,0382260777/0777-037618,,Mr.B.A.D.P.Namal(A/C-069010011383/14/582/1390/5741,CT001,SCT
C0748,RATHNA S DESIGNERS AND TAILORS,NO 51 A NEW GALLE ROAD,MORATUWA,,CT001,VAN3,,,,A C 2796255001 7275273001 7985,CT001,SCT
C0749,RILAYA STORES Colombo South Material,NO 46 MAIN STREET,MORATUWA,,CT001,VAN3,,112645416,,Rizkaan & Rifkaan 001754555-001 2828 6437 1013 24,CT001,SCT
C0750,RAYMOND CUSTOM TAILORS Material,NO 184 HIGH LEVEL ROAD,NUGEGODA,,CT001,VAN3,,112854169,,Rayman 347829001 084304540116 0000098341 3540,CT001,SCT
C0751,A.S.PERERA TEXTILES,"NO.19,STATION ROAD,",WADDUWA.,,SCO01,VAN4,,382296388,,Mr.Mangala(A/C 1410084001-COM/0003699109,SCO01,CS
C0752,KUMARA STORES Material,NO 221 1 MATTHEGODA ROAD KOTTAWA,PANNIPITIYA,,CT001,VAN3,,,,A C 3966149001 9674 6149,CT001,SCT
C0753,FAMILY STYLE,"158, BAZZAR STREET,",VAVUNIYA,,NW003,VAN15,,0242227315/0779280000,,M.R.M.Siraj(10779900017/1066660001920/3201*16870),NW003,NW
C0754,APSHARA FASHION,"NO.45, MAIN STREET,",HATTON.,,CE1004,VAN13,,0777537233/0512222405,,Mr.Shasikumar(A/C-15010016101),CE1004,CE-1
C0755,HERCULES TAILORS (HORANA) - Material,"NO.171, ANGURUWATHOTA ROAD,",HORANA,,CT001,VAN3,,2586287,2593355,Mr.Lal Jayathissa(A/C-005710000028),CT001,SCT
C0756,HERCULES TAILORS (HORANA) - Accessories,"NO.171, ANGURUWATHOTA ROAD,",HORANA,,CS001,VAN12,,2586287,2593355,Mr.Lal Jayathissa(A/C-005710000028),CS001,CS
C0757,NELUM-Sellepperuma,"NO.05, BADULLA ROAD,",MAHIYANGANAYA,,A SELL,VAN7,,712227373,,Mr.P.K.J.M.Perera(A/C-71547716),A SELL,CE-2
C0758,DEDUNU FASHION HOUSE,"NO.26, MAIN STREET,",ELPITIYA,,SN003,VAN11,,776943354,,Mr.G.H.TL.Priyantha(A/C-20450000567),SN003,SN
C0759,THILINA TEX & TAILORS - Material,NO 318 HILEVAL ROAD MAKUMBURA,PANNIPITIYA,,CT001,VAN3,,,,98010001951,CT001,SCT
C0760,GANESH TEXTILES (PVT) LTD,"NO.81,83, MAIN STREET,",COLOMBO 11,,CN003,VAN1,,02325128/2343078,,334214001,CN003,CN
C0761,ORIN,"NO.13, OLD KESBAWA ROAD,",NUGEGODA,,CN003,VAN1,,112811558,,Mr.B.Karunarathna(A/C-39010219757/39010217050/7449,CN003,CN
C0762,ROMAFOUR PVT LTD,"NO.71, GALLE ROAD,",COLOMBO 04,,CN003,VAN1,,777577541,,S.Navinan(A/C-007010137653),CN003,CN
C0763,API APE TAILORS & DRESS POINT,NO 82 PUTTALAM ROAD,WARIYAPOLA,,CE1004,VAN13,,715674264,,D M S Bandara A C 101000193292 163100267566511,CE1004,CE-1
C0764,PRETTY LOOK,"NO.171, DAMBULLA ROAD,",GALEWELA,,NW003,VAN15,,774245796,,A.G.Wijegunathilaka(A/C-8090010856/200,NW003,NW
C0765,OMAK,"NO.52, NEGAMBO ROAD,",MINUWANGODA,,CN003,VAN1,,778459889,,W.G.Fernando (A/C-94010008211),CN003,CN
C0766,WILLS INTERNATIONAL PANADURA - Material-SANJEEWA,"NO.194,GALLE ROAD,",PANADURA,,A SELL,VAN3,,,,A/C-06901001489/69010008557,A SELL,SCT
C0767,Staff Uniform,,,,MAINSTORES,,,,,,MAINSTORES,STAFF
C0768,CASH SALES-Colombo Tailoring,IQRAM,,,CT001,VAN3,,,,,CT001,SCT
C0769,BOYS FASHION - B'gama,"NO.02, NEW SHOPPING COMPLEX,",BANDARAGAMA,,CS001,VAN12,,0382292951/0777190898,,Mr.M.I.I.Ahamed(A/C-0073766597),CS001,CS
C0770,NEW PERAMUNA TAILORS,BANDARAGAMA,,,CT001,VAN3,,0382292996/0775317550,,Mr Kapila Peramuna A C 4924140,CT001,SCT
C0771,NEW LUCKY STORES,ANURADHAPURA ROAD,GALENBINDUNUWEWA,,NW003,VAN15,,0252258234 0777689363,,N M Ismail 58791001 7102303 77 001,NW003,NW
C0772,MAN GATE - KATTANKUDY-Sellepperuma,"NO 20, MAIN STREET,",KATTANKUDY,,A SELL,VAN14,,0652248644/0779780000,,A.M.Marzook(11550000425),A SELL,ET
C0773,NOORI TEXTILES,"37, MAIN STREET,",KATTANKUDY,,ET006,VAN14,,0773567002/774232467,,A.L.M.Saleem(074002634991001),ET006,ET
C0774,DANUKA TAILORS,"421, KAPUWATTA,",JA-ELA,,CT001,VAN3,,0312248068/0770387001,,D.Sampath13492,CT001,SCT
C0775,SAGARA TAILORS,"77, MAIN STREET,",COLOMBO 11,,CT001,VAN3,,0112320059/714231200,2441727,W.J.Sagara(1626975),CT001,SCT
C0776,RATNAYAKE TAILORS,"6,BRISTOL STREET,",COLOMBO 11,,CT001,VAN3,,11233611,,S.Rathnayake(4894001),CT001,SCT
C0777,NEW CLASSIC-AZEEM,"NO.60, MAIN STREET,",KADURUWELA,,AZEEM,VAN14,,0272222875/776973610,,A.C.M.Basser(75583837/5100160063298/63298001/101,AZEEM,ET
C0778,ELLEMA FASHION,"NO.160/10/U, NEW KANDY ROAD, BANDARAWATTE,",BIYAGAMA,,CS001,VAN12,,0112410835/771096982,,D.M.D.S.Disanayaka(1119023254),CS001,CS
C0779,SEETHAS FASHION,"NO.48B,",NAULA,,A SELL,VAN13,,0775959343/0667900890,,Mr.Y.G.S.K.Gunawardana(10022700),A SELL,CE-1
C0780,KONDADDAM TEXTILE,"228A, PON RAMANATHAN ROAD, THIRUNELVELI,",JAFFNA,,SNO001,VAN2,,777363797,,K.Vinojan(12850001969/10002980),SNO001,SNO
C0781,RAHEEM & SONS-AZEEM,"NO.33, MAIN STREET,",MANNAR,,AZEEM,VAN2,,,,A.R.Amjadeen(1121001),AZEEM,SNO
C0782,THILAKMA CITY PVT LTD,588 MAHABAGE,RAGAMA,,CN003,VAN1,,0777904353/029-51953,,102010008722825 0777426414 Asitha,CN003,CN
C0783,MANS MARKETING - Material,"NO:294,GALLE ROAD",KALUTARA-NORTH,,CS001,VAN12,,,,A/C-0038747001/9438001,CS001,CS
C0784,COMPLEMENT - Material,,,,CT001,VAN3,,,,,CT001,SCT
C0785,WUNDERBAR FASHION,"59/1, AGALAWATTE ROAD,",MATHUGAMA,,CT001,VAN3,,0770707345/0342243442,,K.A.N.S.Sriwardana-066100000632,CT001,SCT
C0786,JUBILEE OWNER,"NO.34, 1ST FLOOR, NEW SHOPPING COMPLEX,",KURUNEGALA,,A SELL,VAN13,,0779691541/0372224200,,M.M.A.K.Jayawardana(50054911/73483904),A SELL,CE-1
C0787,COMPLEMENT - Jaffna,,,,SNO001,VAN2,,,,,SNO001,SNO
C0788,FANCY SILK,"22, RATHNAPURA ROAD,",HORANA,,CE2004,VAN7,,772262207,,M.Naheel(101000036968/1922,CE2004,CE-2
C0789,FAIR DEAL,MAJESTIC CITY,COLOMBO 04,,CN003,VAN1,,2598018,,A/C-1106007025,CN003,CN
C0790,JUHAINAS-Rifai,"NO.05, KANAHAPURAM ROAD,",KILINOCHCHI,,SNO002,VAN2,,0773774231/0773096853,,M.I.M.Jawfar(11550008523/4285,SNO002,SNO
C0791,CHEAP CHOICE,NO 18 NEW TOWN,GALNAWA,,NW003,VAN15,,773813794,,Y Jemsad 75431773 088010010653,NW003,NW
C0792,IMPRESSION,"NO.05, SHOPPING COMPLEX,",AMBALANGODA,,SN003,VAN11,,773909219,,Imran(56108001050/1360034822/081010007984/4877,SN003,SN
C0793,COLLECTION,"NO.183A, KIRINDIWALA ROAD,",GANEMULLA,,CN003,VAN1,,0719060660/034938203,,S.B.Mahalekam(136010003383/49147001/4749,CN003,CN
C0794,GENTS CHOICE,"NO.13, TRINCO ROAD,",BATTICALO,,ET006,VAN14,,776340160,,H.M.M.Azeez(74006152430001),ET006,ET
C0795,NEW CHOICE PARK,"NO.02, SALUSALA BUILDING, OPP.BUS STAND,",KADURUWELA,,ET006,VAN14,,778006444,,N.P.M.Musthafa(10157888001-102033512491,ET006,ET
C0796,S.K.FASHION (NANDANA TAILORS),"NO.31, BELIATTA ROAD,",WALASMULLA,,SN003,VAN11,,772622794,,D.S.Kumara(73453008),SN003,SN
C0797,S.K.FASHION - P'thalawa,"NO.255, AMBILMEEGAMA,",PILIMATHALAWA,,CE1004,VAN13,,0776652035/812056380,,J.M.Suhaib(5151402/355/111,CE1004,CE-1
C0798,WORLD FASHION,"NO.19,21 TRINCO ROAD,",BATTICALOA,,A SELL,VAN14,,0652224200/0777141476,,S.H.M.Nazeer(057010003251/9002/9929/17023,A SELL,ET
C0799,G MAX,"NO.21, GROUND FLOOR,, M.C.PLAZA,",KURUNEGALA,,CE1004,VAN13,,712295104,,"M.G.,M.Shamsad(1141010820)/0075938600/2847",CE1004,CE-1
C0800,STYLING,"SA9 LANKA (PVT) LTD, 82, COLOMBO STREET,",KANDY,,CE1004,VAN13,,,,7818,CE1004,CE-1
C0801,SRI RANGAM TEX,VATHIRY VEETHY,UDUPPIRAY,,NW003,VAN15,,0774744498/021-3737455,,K Ketheesuwaram 118010005156,NW003,NW
C0802,G.N.G.,"NO.621-18,MAITHRIPALA SENANAYAKA MW, NEW BUS STAND",ANURADHAPURA,,NW003,VAN15,,0779984939/0254929236,,W.J.A.S.M.P.Pesath(2150034100/10074750/7426,NW003,NW
C0803,FAB,"WIILLIAM BUILDING, NEW CITY,",ANURADHAPURA,,NW003,VAN15,,0777194546/0771 823821,,N.M.N.Nawarathne(143010003017/10016939/5237/924,NW003,NW
C0804,NIROSHA TEX,"NO.102B,BAZZAR STREET,",VAUNIYA,,NW003,VAN15,,779998388,,N.Ajithkumar(101.230562/33108007902/8529/1617194/4,NW003,NW
C0805,SAHALA FASHION WORLD,"NO.94, MAIN STREET,",BUTTALA,,ET006,VAN14,,0723507709/0719592458,,J.M.M.Shalika(14550002494)/0076441167,ET006,ET
C0806,KANDY STORES,"NO.65, BAZZAR STREET,",KURUNAGALA,,CE1004,VAN13,,0372222446/0776201600,,K.Sundaramoorthy(012109000083),CE1004,CE-1
C0807,MILLENNIUM FASHION DESTINATION,"#10,11, POWER HOUSE ROAD,GRAND BAZZAR,",JAFFNA,,SNO002,VAN2,,0212217575/0774077118,,Mr.Arkam(1580031954),SNO002,SNO
C0808,ANUSHA FASHION,"NO.449, NEGAMBO ROAD,",WATTALA,,CN003,VAN1,,0777680912/2980687,,Sunil Mendis-00100005610/45300,CN003,CN
C0809,SAMPLES GALLERY(Summer Gallery),"NO.378,MATARA ROAD, MEEGALLA,",GALLE,,A SELL,VAN11,,0772104944/0777906300,,J.A.A.Mahendra(01050021799/22715/7451,A SELL,SN
C0810,LULU CENTER,"NO.31, MATHUGAMA ROAD,",ALUTHGAMA,,SN003,VAN11,,0342274930/0714205074,,A.S.M.Adufer(07950000699),SN003,SN
C0811,NUWAN FASHION,NO159 MIDDENIYA ROAD,WALASMULLA,,SN003,VAN11,,0717202760 0472245560,,U B Nuwan P M 217010001901,SN003,SN
C0812,PREMASIRI AGENCIES,"NO.10, DIKWELLA ROAD,",BELIATTA,,SN003,VAN11,,0472243747/0773061136,,L.P.C.Indrani (0003421338),SN003,SN
C0813,ZING STYLE,"NO 52, KURUNEGALA ROAD",NIKAWERATIYA,,NW003,VAN15,,778222900,,Riyal-101000315231/010250002438/4576,NW003,NW
C0814,WELCOME TEXTILES,"NO,136 NORTH COAST ROAD",TRINCOMALEE,,NW003,VAN15,,752789884,,M L M Fahath,NW003,NW
C0815,SARASI FASHION,"NO 38, MAIN STREET,",GAMPAHA,,CN003,VAN1,,0332232279/0777-531070,,L.G.S Jayathpiya-1440009512/001650020991,CN003,CN
C0816,BIG FASHION,PUTTALAM ROAD,WARIYAPOLA,,CE1004,VAN13,,0372268582/0772956621,,A Mohamed Aslam 153010000211 7566192 821,CE1004,CE-1
C0817,VENUS FASHION (PVT) LTD,"NO-7B ,Kirulapana Avenue",Kirulapana,,CE2004,VAN7,,775503644,,Mr v.Prabakaran-33485045-001,CE2004,CE-2
C0818,SUMUDU FASHION,"No 68, Main Street,",Mirigama,,CE1004,VAN13,,7723463742,,,CE1004,CE-1
C0819,TOP SHOP-X FORCE,"N0 07,Yatayanthota Road,",Avissawella.,,A OTHERS,VAN7,,7775755574,,Mr Riyas-BOC-75245105/8001,A OTHERS,CE-2
C0820,CAT WALK FASHION SHOWROOM,"No 61,,Kumararathunga Mawatha,",Matara,,A SELL,VAN11,,0718686938/0773606066/04122311,,Mr Prasad-152100110034256/15391,A SELL,SN
C0821,BAZARATH TEX,"UPM Building,Main Street,Akkaraipattu",,,ET006,VAN14,,672279796,,1.16E+14,ET006,ET
C0822,SWAG,"No.E/12/1,D.S.Senanayake Street,Ampara.",,,A SELL,VAN14,,772658051,,D.K Prabath Buddika-006250005936/3496/6001,A SELL,ET
C0823,RANDEEPA VENDORS (PVT) LTD,"No 456,28th Mile post",Polonnaruwa.,,ET006,VAN14,,0710324270/0272053099,,L.D.S.C KUMARI-101000307042,ET006,ET
C0824,FALEELS TEX,"No 07,Opposite Bus Stand,",Kaduruwela.,,ET006,VAN14,,777140898,,M.M FALEELS,ET006,ET
C0825,MENS'S TEXTILES,"No55,New Town,",Ampara,,ET006,VAN14,,,,B.K.S DANAPALA-0075692052,ET006,ET
C0826,FASHION GATE,"123C, Trinco Road,",Batticaloa.,,ET006,VAN14,,752578109,,M.S.M Nifras,ET006,ET
C0827,DRESS POINT,DENIYAYA,,,SN003,VAN11,,,,1111004871,SN003,SN
C0828,PRASAD TEXTILES (MATERIAL),,,,CS001,VAN12,,,,,CS001,CS
C0829,CASUALWAY (PVT) LTD,"No 150, HighLevel Road,",Nugegoda.,,AZEEM,VAN1,,775475777,,Faroos-HNB 027010404918/004115555-001/7120/3012,AZEEM,CN
C0830,THE FACTORY STORY,,"NO 204,MATHALE ROAD,",,CE1004,VAN13,AKURANA.,777860072,,MOHAMAD SIDDEEK FISAL-,CE1004,CE-1
C0831,SHADY FASHION,NO 62 POTHUWIL ROAD,MONARAGALA,,ET006,VAN14,,778227555,,SAMPATH BANK 007450006143,ET006,ET
C0832,BRANDS ENTERPRISES,"NO 08, SUPER MARKET,",BERUWALA.,,SN003,VAN11,,0342276229/0776737873,,M.N.M Nashran-0074911515-3046,SN003,SN
C0833,DEVORA,"314/A, New kandy rd,Koswatta",Battaramulla.,,CT001,VAN3,,0772668620/0112741479,,Saminda AC (SAM 004510001198/3649/346,CT001,SCT
C0834,DAMMIKA TEX,No 324 Kand Road,Warakapola,,CE1004,VAN13,,772957577,,J P U M Jayalath 0005245201,CE1004,CE-1
C0835,SUTHAA S TEX,Hospital Road Kaluwanchikudy,Kalmunai,,ET006,VAN14,,652250069,,0100110032255 36032,ET006,ET
C0836,RAMEEZ TEX (PVT) LTD,"NO 43,2ND CROSS ST,",COLOMBO-11,,CN003,VAN1,,"0112335415/17,0777711898",,2310,CN003,CN
C0837,4 FASHION,MALKAROPITTY ROAD,SAMANTHUREI,,ET006,VAN14,,,,011050002774 4002 49001 1808,ET006,ET
C0838,MANGALA TEX-REFAI,,,,CE1001,,,777844720,,,CE1001,CE-1
C0839,LAOX,"167/4 Galle Road,",Beruwala.,,SN002,VAN11,,774360240,,M.Z.M Fazil Anvar-BOC 9915635,SN002,SN
C0840,ELITE FASHION HOUSE-Sellepperuma,"KALUTARA ROAD,",MATHUGAMA,,A SELL,VAN12,,,,011850003434/386,A SELL,CS
C0841,DISING PARK-SANDARUWAN,,,,NW001,VAN15,,,,,NW001,NW
C0842,NEW MICRO FASHION-SANDARUWAN,,,,NW001,VAN15,,,,,NW001,NW
C0843,NEGAMBO SUITING-SANDARUWAN,,,,NW001,VAN15,,,,,NW001,NW
C0844,NEW CHEAP SIDE (PVT) LTD,"42, MAIN STREET,",AKURESSA.,,SN003,VAN11,,412283320,,R.T JAGATH-151010003359,SN003,SN
C0845,EXPRESS FASHION GALARY,No 01 K K Street,Puttalam,,NW003,VAN15,,118332297,,S A M Vaseer 0010162047001 0010161784002,NW003,NW
C0846,I GLOW (PVT) LTD,"NO 39 A,YATINUWARA VEDIYA,",KANDY.,Kandy,CS001,VAN12,59,112867511,,M.N.M NAZME-08510022303,CS001,CS
C0847,CP EXCLUSIVE PVT LTD,NO 61 ISIPATHANA MAWATHA,COLOMBO 5,Colombo 5,CS001,VAN12,21,112867511,,N A ALALDEEN 08510020699,CS001,CS
C0848,RAHEEM'S TAILORS,"7 B,ISIPATHANA ROAD,",COLOMBO-5,,CT001,VAN3,,772803822,,S.N.M JIFFERY-101000026221,CT001,SCT
C0849,KIITO CLOTHING (PVT) LTD,"27, 1/1 ROSMIND PLACE,",COLOMBO-7,,CT001,VAN3,,773026562,,11100015426,CT001,SCT
C0850,SACHINI DRESS POINT,"NO,63, KANDY ROAD,",MADAWACHCHIYA.,,NW003,VAN15,,774063537,,K.V.P.D KUMARI-132033495583-001,NW003,NW
C0851,NEW SUMITH TEXTILES,"NO 35, PUTTALAM ROAD,",ANAMADUWA.,,NW003,VAN15,,777913378,,1.77E+11,NW003,NW
C0852,GENS FASHION,11 B MAIN STREET,HORANA,,CT001,VAN3,,775901214,,,CT001,SCT
C0853,HADAKARI,"N0 185, Monaragala Road,",Wellawaya.,,A SELL,VAN14,,713401875,,HNB-121010006401/3778/1050-1776-001,A SELL,ET
C0854,ANGALS FASHION DREAM,"NO 108, LOWER STREET,",BADULLA.,,ET006,VAN14,,552229720,,0010014900-MR SUREN-14900/1166,ET006,ET
C0855,POTHYS,NO 117 A MAIN STREET,HATTON,,CE1004,VAN13,,772889825,,MR YOGESWARAN 0050005968 372 6811,CE1004,CE-1
C0856,UNLIMIT FASHION,NO 34 14 NEW TOWN,ARAANAGANWILA,,ET006,VAN14,,754369009,,6283,ET006,ET
C0857,X-FORCE-BAD DEPT COLLECTOR,,,,AX FORCE-2,,,,,,AX FORCE-2,NORMAL
C0858,SENU FASHION,"73/2 MAIN STREET,",BATTARAMULLA,,CT001,VAN3,,773254276,,74328059,CT001,SCT
C0859,ZUZI,No 217 GEORGE ROAD,KOTAHENA,,CN003,VAN1,,112335276,,207010007553 277,CN003,CN
C0860,HANDIYA,"NO 20, MAIN ROAD,",NIKAWERATIYA,,NW003,VAN15,,774223669,,HNB-121010006401,NW003,NW
C0861,VILASITHA SALE CENTER,NO 107 CROSS STREET,GALGAMUWA,,NW003,VAN15,,718695912,,B O C 38592555,NW003,NW
C0862,GAYANAS TEXTILES PVT LTD,NO 09,BANDARAWELA,,ET006,VAN14,,773077118,,12010012539,ET006,ET
C0863,DISNA FASHION,NO 105 COLOMBO ROAD,WENNAPUWA,,NW003,VAN15,,777566847,,SAMPATH 003050020117 003050003514,NW003,NW
C0864,NEW DG FASHION GARMENT,,,,SN003,VAN11,,,,021610000212/6681,SN003,SN
C0865,TOP LADY & BOX-REFAI,,,,SNO001,,,,,,SNO001,NW
C0866,UPALI TEX,"NO 50, Y.M.B BUILDING",MIRIGAMA,,CE1004,VAN13,,776671019,,,CE1004,CE-1
C0867,INDIKA -EASTERN,,,,AZEEM,,,,,,AZEEM,NORMAL
C0868,NEW SUMITH TEXTILES,"NO 35, PUTTALAM ROAD,ANAMADUWA",,,NW003,VAN13,,777913398,,,NW003,NW
C0869,RITHIS TEXTILES,"NO 18,01 DHANBAR ROAD,",HATTON,,CE1004,VAN13,,,,,CE1004,CE-1
C0870,ONLY YOU (JAHATH TRADERS),"NO 592, MABOLA",WATTALA.,,CN003,VAN1,,0114323723/0112435430,,0003254001/3254,CN003,CN
C0871,KIRULA FACTORY WEAR(ORIT),"NO 59, COLOMBO ROAD,",GAMPAHA.,,CN003,VAN1,,0332248824/0775734506,,Ms Srimathi,CN003,CN
C0872,WISE WAY,NO 09 MEDEKETIYA ROAD,TANGALLE,,A SELL,VAN11,,717177180,,056001000887 3554,A SELL,SN
C0873,CITY PALACE KULIYAPITIYA,NO 95 MAINSTREET,KULIYAPITIYA,,NW003,VAN15,,773569079,,BOC 1472666,NW003,NW
C0874,OLIVE (PVT) TD,,,,CE1004,VAN13,,,,018010658076/8368,CE1004,CE-1
